vehicle_id,fuel_type,fuel_consumed,distance_travelled,mileage,average_mileage,deviation,current_mileage,threshold,mileage_drop,fuel_spam_detection_label
VH106968,Diesel,22.1,918.71,41.57,45.0,-6.96,38.04,36.0,No,0
VH109313,Diesel,36.17,304.45,8.42,10.05,0.61,10.66,8.04,No,0
VH109437,Petrol,36.48,598.31,16.4,13.35,4.69,18.04,10.68,No,0
VH107883,Diesel,40.11,870.56,21.7,22.49,-2.83,19.66,17.99,No,0
VH108420,CNG,74.81,427.33,5.71,4.26,-1.74,2.52,3.41,Yes,1
VH107299,Petrol,31.87,849.98,26.67,25.34,2.01,27.35,20.27,No,0
VH102720,Diesel,45.22,902.4,19.96,19.77,2.47,22.24,15.82,No,0
VH107090,CNG,23.3,428.39,18.39,18.09,0.96,19.05,14.47,No,0
VH101951,CNG,38.95,101.5,2.61,5.46,-6.08,-0.62,4.37,Yes,1
VH104911,Petrol,72.84,120.39,1.65,3.62,-3.65,-0.03,2.9,Yes,1
VH102412,Diesel,21.82,179.35,8.22,7.91,-1.02,6.89,6.33,No,0
VH108898,CNG,77.12,586.64,7.61,8.53,2.3,10.83,6.82,No,0
VH105258,Petrol,70.12,582.13,8.3,7.15,-1.75,5.4,5.72,Yes,1
VH109170,Diesel,62.39,531.73,8.52,9.27,-0.97,8.3,7.42,No,0
VH109596,Diesel,75.01,511.86,6.82,5.83,-6.11,-0.28,4.66,Yes,1
VH106627,Diesel,39.87,870.62,21.84,23.49,-5.2,18.29,18.79,Yes,1
VH104775,Diesel,38.26,529.98,13.85,16.69,-3.18,13.51,13.35,No,0
VH108872,Petrol,52.17,796.7,15.27,14.2,-6.71,7.49,11.36,Yes,1
VH106108,Diesel,24.8,178.59,7.2,7.21,2.51,9.72,5.77,No,0
VH108029,Diesel,21.87,159.3,7.28,7.67,3.99,11.66,6.14,No,0
VH100116,Petrol,37.54,677.17,18.04,20.12,-8.31,11.81,16.1,Yes,1
VH105255,CNG,2.92,623.18,213.42,212.92,-3.35,209.57,170.34,No,0
VH106906,Diesel,62.84,333.46,5.31,7.55,-1.14,6.41,6.04,No,0
VH108301,CNG,18.65,294.1,15.77,14.14,0.69,14.83,11.31,No,0
VH106300,Petrol,35.76,513.67,14.36,14.66,-3.09,11.57,11.73,Yes,1
VH109640,CNG,43.51,68.28,1.57,4.76,-4.02,0.74,3.81,Yes,1
VH105823,Diesel,12.03,521.13,43.32,41.7,8.25,49.95,33.36,No,0
VH105443,CNG,77.88,677.1,8.69,11.24,-3.12,8.12,8.99,Yes,1
VH102150,Petrol,62.06,515.65,8.31,6.2,-3.47,2.73,4.96,Yes,1
VH108364,Diesel,26.83,812.43,30.28,33.22,-6.79,26.43,26.58,Yes,1
VH102883,CNG,71.25,661.75,9.29,13.27,-5.51,7.76,10.62,Yes,1
VH102872,Petrol,75.33,953.81,12.66,15.34,-7.08,8.26,12.27,Yes,1
VH106036,Diesel,49.46,518.12,10.48,10.4,0.06,10.46,8.32,No,0
VH105835,Petrol,77.38,417.48,5.4,2.43,4.21,6.64,1.94,No,0
VH108613,Diesel,12.42,128.22,10.32,9.66,4.25,13.91,7.73,No,0
VH104074,Diesel,30.86,440.59,14.28,13.4,1.26,14.66,10.72,No,0
VH104051,Diesel,44.68,24.29,0.54,3.63,-5.1,-1.47,2.9,Yes,1
VH106048,Diesel,33.69,957.54,28.42,30.85,-4.7,26.15,24.68,No,0
VH109137,Diesel,6.72,600.92,89.42,88.36,4.8,93.16,70.69,No,0
VH108724,Diesel,75.88,340.22,4.48,5.15,-3.43,1.72,4.12,Yes,1
VH107285,Petrol,61.68,843.37,13.67,17.81,-3.84,13.97,14.25,Yes,1
VH105815,CNG,47.03,695.89,14.8,18.97,-13.04,5.93,15.18,Yes,1
VH105541,Diesel,49.77,81.42,1.64,2.21,-1.03,1.18,1.77,Yes,1
VH108291,Petrol,10.91,271.3,24.87,27.16,-7.64,19.52,21.73,Yes,1
VH104550,Diesel,11.02,605.01,54.9,57.92,-3.76,54.16,46.34,No,0
VH105001,CNG,27.97,200.82,7.18,8.17,-1.46,6.71,6.54,No,0
VH107913,Petrol,11.09,422.08,38.06,35.67,-1.41,34.26,28.54,No,0
VH106199,Diesel,75.41,105.07,1.39,4.26,-7.15,-2.89,3.41,Yes,1
VH104976,CNG,39.86,39.76,1.0,1.97,-5.2,-3.23,1.58,Yes,1
VH107609,CNG,71.45,220.45,3.09,5.65,-3.45,2.2,4.52,Yes,1
VH102087,Petrol,50.25,271.35,5.4,6.78,-2.4,4.38,5.42,Yes,1
VH107232,Petrol,10.68,199.46,18.68,18.7,2.69,21.39,14.96,No,0
VH100188,CNG,75.18,229.83,3.06,3.06,4.29,7.35,2.45,No,0
VH106032,Petrol,34.43,233.04,6.77,4.96,-5.2,-0.24,3.97,Yes,1
VH105542,Diesel,59.56,965.44,16.21,16.52,1.04,17.56,13.22,No,0
VH102278,Petrol,61.15,138.63,2.27,-0.53,-4.85,-5.38,-0.42,Yes,1
VH105647,Diesel,68.12,312.73,4.59,8.98,-6.67,2.31,7.18,Yes,1
VH100879,Petrol,40.06,238.9,5.96,5.09,2.23,7.32,4.07,No,0
VH101494,Diesel,77.35,115.11,1.49,4.02,-3.22,0.8,3.22,Yes,1
VH100183,CNG,74.96,523.58,6.98,10.14,-2.05,8.09,8.11,Yes,1
VH100390,CNG,12.88,166.61,12.94,7.15,4.99,12.14,5.72,No,0
VH108821,CNG,21.28,751.91,35.33,35.53,3.1,38.63,28.42,No,0
VH105908,Petrol,67.69,444.95,6.57,8.37,-4.05,4.32,6.7,Yes,1
VH102036,Diesel,22.67,123.11,5.43,7.4,-1.15,6.25,5.92,No,0
VH100389,Petrol,69.35,899.87,12.98,11.82,3.59,15.41,9.46,No,0
VH109205,Petrol,52.13,619.14,11.88,11.04,-0.42,10.62,8.83,No,0
VH107453,CNG,65.72,855.05,13.01,13.62,-5.62,8.0,10.9,Yes,1
VH102683,Petrol,39.63,136.52,3.44,4.73,-3.81,0.92,3.78,Yes,1
VH103571,Diesel,32.25,343.1,10.64,11.37,-0.92,10.45,9.1,No,0
VH101022,Diesel,68.78,128.23,1.86,1.54,-2.72,-1.18,1.23,Yes,1
VH103733,Petrol,37.43,929.61,24.84,25.25,-2.91,22.34,20.2,No,0
VH106853,CNG,61.1,317.27,5.19,2.05,5.23,7.28,1.64,No,0
VH103764,CNG,14.82,886.49,59.82,60.28,-2.3,57.98,48.22,No,0
VH105309,Petrol,26.14,836.53,32.0,32.02,4.85,36.87,25.62,No,0
VH104087,Petrol,78.43,897.39,11.44,12.19,-8.12,4.07,9.75,Yes,1
VH101819,CNG,57.36,821.1,14.31,14.23,-4.67,9.56,11.38,Yes,1
VH105181,Petrol,38.7,676.09,17.47,17.0,4.03,21.03,13.6,No,0
VH104248,CNG,17.55,954.21,54.37,51.61,0.18,51.79,41.29,No,0
VH101444,CNG,48.43,111.33,2.3,2.14,3.97,6.11,1.71,No,0
VH104737,Petrol,3.43,698.06,203.52,203.16,3.26,206.42,162.53,No,0
VH100070,Diesel,45.12,934.43,20.71,23.82,-1.04,22.78,19.06,No,0
VH106391,Diesel,15.24,62.21,4.08,5.88,-4.02,1.86,4.7,Yes,1
VH103909,Petrol,78.94,264.77,3.35,1.44,-0.45,0.99,1.15,Yes,1
VH103502,Petrol,23.89,738.65,30.92,29.37,-2.21,27.16,23.5,No,0
VH106013,CNG,21.79,90.49,4.15,1.71,-1.43,0.28,1.37,Yes,1
VH103172,Petrol,39.94,195.15,4.89,5.19,-5.25,-0.06,4.15,Yes,1
VH103539,Petrol,70.49,736.51,10.45,8.73,-3.69,5.04,6.98,Yes,1
VH105999,Diesel,46.0,440.18,9.57,13.1,-8.83,4.27,10.48,Yes,1
VH105081,Petrol,45.44,517.07,11.38,9.77,-1.83,7.94,7.82,No,0
VH106246,Petrol,39.0,942.21,24.16,27.86,-3.86,24.0,22.29,No,0
VH100776,Petrol,50.89,918.49,18.05,19.09,-7.3,11.79,15.27,Yes,1
VH101975,Petrol,36.01,656.21,18.22,17.77,0.1,17.87,14.22,No,0
VH109924,CNG,41.9,42.36,1.01,1.77,-11.1,-9.33,1.42,Yes,1
VH100614,Diesel,34.86,874.2,25.08,23.44,3.13,26.57,18.75,No,0
VH102907,Petrol,64.09,439.61,6.86,5.03,0.94,5.97,4.02,No,0
VH106764,Petrol,35.67,604.21,16.94,16.57,5.25,21.82,13.26,No,0
VH108136,CNG,75.15,198.85,2.65,6.24,-4.78,1.46,4.99,Yes,1
VH107871,CNG,70.8,617.23,8.72,8.17,-1.8,6.37,6.54,Yes,1
VH104088,Diesel,19.62,796.64,40.6,40.17,0.04,40.21,32.14,No,0
VH103987,Petrol,75.52,157.46,2.09,1.61,-5.22,-3.61,1.29,Yes,1
VH102331,Diesel,69.21,618.05,8.93,10.06,-1.41,8.65,8.05,No,0
VH107438,Petrol,16.16,316.13,19.56,21.35,0.38,21.73,17.08,No,0
VH101365,Diesel,47.41,402.48,8.49,6.95,-1.55,5.4,5.56,Yes,1
VH109613,Petrol,56.43,634.68,11.25,13.69,-4.91,8.78,10.95,Yes,1
VH104529,Petrol,76.03,560.84,7.38,5.23,1.07,6.3,4.18,No,0
VH109509,Diesel,51.19,592.09,11.57,13.68,-5.63,8.05,10.94,Yes,1
VH103828,Petrol,32.53,880.12,27.06,28.81,-8.75,20.06,23.05,Yes,1
VH100229,Petrol,48.63,894.8,18.4,19.59,-4.24,15.35,15.67,Yes,1
VH104330,CNG,56.26,106.33,1.89,4.56,-3.8,0.76,3.65,Yes,1
VH102527,Petrol,44.71,905.9,20.26,18.42,-0.8,17.62,14.74,No,0
VH105860,Petrol,76.06,292.55,3.85,2.53,-2.01,0.52,2.02,Yes,1
VH107340,Petrol,53.46,389.41,7.28,9.42,-5.49,3.93,7.54,Yes,1
VH101187,Petrol,25.18,911.35,36.19,37.51,-2.64,34.87,30.01,No,0
VH102136,Diesel,69.61,572.0,8.22,6.1,0.29,6.39,4.88,No,0
VH101396,CNG,40.86,470.05,11.5,14.26,-7.07,7.19,11.41,Yes,1
VH102901,Diesel,19.25,393.17,20.42,24.81,-1.97,22.84,19.85,No,0
VH102737,Diesel,18.27,462.17,25.3,25.06,-0.67,24.39,20.05,No,0
VH102649,Diesel,48.16,994.95,20.66,20.14,-0.55,19.59,16.11,No,0
VH100255,CNG,39.48,925.13,23.43,23.89,0.93,24.82,19.11,No,0
VH103975,CNG,45.24,883.55,19.53,18.01,-8.79,9.22,14.41,Yes,1
VH104610,Petrol,56.58,71.92,1.27,2.31,-4.3,-1.99,1.85,Yes,1
VH108189,Petrol,76.79,468.32,6.1,6.16,4.52,10.68,4.93,No,0
VH101462,Petrol,76.01,186.23,2.45,3.88,-1.94,1.94,3.1,Yes,1
VH103292,Petrol,7.53,384.46,51.06,51.81,-1.2,50.61,41.45,No,0
VH100891,CNG,47.73,510.26,10.69,8.84,3.05,11.89,7.07,No,0
VH106261,CNG,25.6,385.27,15.05,12.44,-3.08,9.36,9.95,Yes,1
VH103151,Diesel,66.26,899.19,13.57,15.2,-3.72,11.48,12.16,Yes,1
VH102494,Petrol,69.17,280.46,4.05,3.08,7.6,10.68,2.46,No,0
VH109468,Petrol,47.64,650.23,13.65,13.45,4.59,18.04,10.76,No,0
VH104713,Petrol,19.66,23.32,1.19,1.49,-3.36,-1.87,1.19,Yes,1
VH106753,CNG,18.82,211.8,11.25,9.07,-3.82,5.25,7.26,Yes,1
VH100304,Diesel,35.76,660.76,18.48,21.23,1.58,22.81,16.98,No,0
VH105713,Petrol,61.44,525.99,8.56,11.7,-3.12,8.58,9.36,Yes,1
VH105070,Petrol,75.03,431.59,5.75,5.9,-1.71,4.19,4.72,Yes,1
VH107125,Petrol,74.01,99.89,1.35,4.43,-2.49,1.94,3.54,Yes,1
VH106394,Petrol,63.45,836.21,13.18,14.71,-3.11,11.6,11.77,Yes,1
VH107527,Petrol,2.09,721.69,345.31,346.02,-6.65,339.37,276.82,No,0
VH105033,Diesel,71.82,397.95,5.54,5.25,-1.52,3.73,4.2,Yes,1
VH107604,Diesel,66.01,589.78,8.93,6.7,0.83,7.53,5.36,No,0
VH101063,Petrol,46.68,295.9,6.34,7.47,-4.26,3.21,5.98,Yes,1
VH106300,Petrol,35.76,513.67,14.36,14.66,-3.09,11.57,11.73,Yes,1
VH106445,Diesel,66.87,314.44,4.7,4.97,-3.95,1.02,3.98,Yes,1
VH106128,CNG,36.94,227.93,6.17,5.42,-1.38,4.04,4.34,Yes,1
VH104769,CNG,16.07,378.03,23.52,23.16,-4.36,18.8,18.53,No,0
VH105216,Diesel,50.56,759.53,15.02,16.63,-1.55,15.08,13.3,No,0
VH106548,Petrol,44.76,552.94,12.35,14.87,-8.03,6.84,11.9,Yes,1
VH100035,Petrol,31.62,811.17,25.65,26.64,-2.4,24.24,21.31,No,0
VH100795,CNG,64.02,226.25,3.53,2.12,2.83,4.95,1.7,No,0
VH103497,CNG,45.34,133.52,2.94,8.94,-10.61,-1.67,7.15,Yes,1
VH103539,Petrol,70.49,736.51,10.45,8.73,-3.69,5.04,6.98,Yes,1
VH103604,Diesel,37.22,338.64,9.1,9.18,3.49,12.67,7.34,No,0
VH106255,Diesel,76.29,110.51,1.45,-1.53,-0.71,-2.24,-1.22,Yes,1
VH102319,CNG,76.02,413.42,5.44,8.57,-5.65,2.92,6.86,Yes,1
VH109041,Diesel,13.92,369.35,26.53,26.83,-0.49,26.34,21.46,No,0
VH104866,Petrol,35.37,373.87,10.57,13.0,-5.9,7.1,10.4,Yes,1
VH100649,Petrol,47.3,160.43,3.39,3.98,-2.7,1.28,3.18,Yes,1
VH106450,Diesel,15.59,883.01,56.64,57.9,1.36,59.26,46.32,No,0
VH108105,CNG,51.53,662.89,12.86,13.57,-8.52,5.05,10.86,Yes,1
VH104659,Diesel,65.75,481.28,7.32,10.39,-0.62,9.77,8.31,No,0
VH108345,CNG,36.03,176.73,4.91,6.19,-1.8,4.39,4.95,Yes,1
VH105160,Diesel,45.18,621.29,13.75,11.56,3.91,15.47,9.25,No,0
VH105657,CNG,44.03,497.09,11.29,9.35,-2.11,7.24,7.48,Yes,1
VH104589,Petrol,63.7,758.51,11.91,8.81,2.73,11.54,7.05,No,0
VH102195,Diesel,44.26,416.9,9.42,11.38,-3.79,7.59,9.1,Yes,1
VH100040,CNG,61.45,543.97,8.85,8.59,-2.93,5.66,6.87,Yes,1
VH105150,Petrol,71.32,96.34,1.35,1.81,-1.11,0.7,1.45,Yes,1
VH101143,CNG,70.32,965.29,13.73,13.58,-1.89,11.69,10.86,No,0
VH109069,Petrol,18.43,512.82,27.83,25.3,7.08,32.38,20.24,No,0
VH104514,CNG,50.65,687.53,13.57,14.76,-5.01,9.75,11.81,Yes,1
VH105480,Petrol,21.62,848.34,39.24,38.87,-6.54,32.33,31.1,No,0
VH105380,Petrol,63.51,574.62,9.05,9.91,-8.83,1.08,7.93,Yes,1
VH104032,CNG,30.38,928.4,30.56,33.22,-4.76,28.46,26.58,No,0
VH104957,Petrol,61.02,879.66,14.42,12.13,-0.08,12.05,9.7,No,0
VH106988,Diesel,62.43,445.61,7.14,7.1,-1.82,5.28,5.68,Yes,1
VH109862,Diesel,11.61,585.97,50.47,50.94,2.92,53.86,40.75,No,0
VH109692,Petrol,64.96,297.58,4.58,5.54,-8.98,-3.44,4.43,Yes,1
VH106287,CNG,28.7,407.11,14.19,13.98,-3.52,10.46,11.18,Yes,1
VH101635,CNG,28.36,524.48,18.49,15.95,6.6,22.55,12.76,No,0
VH103777,CNG,19.99,783.9,39.21,40.31,0.14,40.45,32.25,No,0
VH103621,Diesel,16.04,631.55,39.37,36.71,4.36,41.07,29.37,No,0
VH104574,Petrol,31.65,779.64,24.63,21.54,1.9,23.44,17.23,No,0
VH100528,Diesel,35.93,536.89,14.94,17.87,-4.13,13.74,14.3,Yes,1
VH101828,Diesel,54.74,124.58,2.28,1.19,-1.16,0.03,0.95,Yes,1
VH108364,Diesel,26.83,812.43,30.28,33.22,-6.79,26.43,26.58,Yes,1
VH105119,Diesel,60.83,370.2,6.09,6.23,-1.14,5.09,4.98,No,0
VH101630,CNG,34.14,162.63,4.76,3.62,0.72,4.34,2.9,No,0
VH106936,Petrol,63.79,499.83,7.84,13.09,-6.74,6.35,10.47,Yes,1
VH106829,Diesel,5.29,260.98,49.33,49.71,-2.57,47.14,39.77,No,0
VH103327,CNG,72.44,188.38,2.6,0.14,8.03,8.17,0.11,No,0
VH104997,CNG,75.84,317.62,4.19,5.04,-2.25,2.79,4.03,Yes,1
VH100538,Petrol,43.2,544.12,12.6,12.41,-1.17,11.24,9.93,No,0
VH105894,Petrol,49.75,260.61,5.24,8.48,-4.83,3.65,6.78,Yes,1
VH106110,Diesel,52.05,914.44,17.57,19.15,-4.26,14.89,15.32,Yes,1
VH101263,CNG,78.03,607.31,7.78,8.98,-3.73,5.25,7.18,Yes,1
VH102810,Petrol,19.4,881.66,45.45,46.72,-5.27,41.45,37.38,No,0
VH101702,CNG,31.56,165.77,5.25,3.21,7.06,10.27,2.57,No,0
VH103027,Petrol,19.76,776.21,39.28,40.16,3.16,43.32,32.13,No,0
VH103201,Petrol,33.78,630.13,18.65,17.94,4.18,22.12,14.35,No,0
VH109614,CNG,43.8,646.98,14.77,17.92,-7.61,10.31,14.34,Yes,1
VH104272,Diesel,53.77,62.97,1.17,0.15,5.72,5.87,0.12,No,0
VH103928,Petrol,11.63,48.07,4.13,3.17,-3.15,0.02,2.54,Yes,1
VH101101,Diesel,58.37,63.88,1.09,2.06,-5.48,-3.42,1.65,Yes,1
VH102016,Petrol,20.83,333.03,15.99,13.16,-3.97,9.19,10.53,Yes,1
VH109363,Diesel,68.81,227.28,3.3,7.83,-9.31,-1.48,6.26,Yes,1
VH101421,Petrol,38.29,272.64,7.12,7.36,-0.2,7.16,5.89,No,0
VH105573,Petrol,29.63,604.27,20.39,21.63,4.31,25.94,17.3,No,0
VH109339,Petrol,37.69,643.86,17.08,19.15,-4.39,14.76,15.32,Yes,1
VH103761,Diesel,54.37,257.03,4.73,4.53,-7.44,-2.91,3.62,Yes,1
VH108304,CNG,50.03,675.23,13.5,11.14,-0.12,11.02,8.91,No,0
VH103659,CNG,70.67,961.9,13.61,10.86,0.5,11.36,8.69,No,0
VH104311,CNG,29.29,554.44,18.93,22.66,-5.24,17.42,18.13,Yes,1
VH100716,CNG,16.69,39.33,2.36,5.71,-2.14,3.57,4.57,Yes,1
VH105730,CNG,30.4,952.04,31.32,35.79,-5.36,30.43,28.63,No,0
VH100690,Diesel,20.16,193.69,9.61,4.95,3.87,8.82,3.96,No,0
VH107990,Petrol,72.88,144.03,1.98,2.38,-3.03,-0.65,1.9,Yes,1
VH100574,CNG,52.49,183.63,3.5,-0.07,2.16,2.09,-0.06,No,0
VH104162,Petrol,62.0,562.68,9.08,9.72,1.67,11.39,7.78,No,0
VH102602,Diesel,47.26,141.68,3.0,2.76,-3.52,-0.76,2.21,Yes,1
VH105504,CNG,64.11,437.79,6.83,6.02,-5.22,0.8,4.82,Yes,1
VH106466,CNG,12.41,37.85,3.05,3.34,-3.14,0.2,2.67,Yes,1
VH108886,Petrol,54.26,355.44,6.55,7.64,1.22,8.86,6.11,No,0
VH107202,Diesel,12.18,143.45,11.78,13.16,-2.81,10.35,10.53,Yes,1
VH102943,CNG,14.79,583.93,39.48,41.04,0.53,41.57,32.83,No,0
VH109947,Diesel,36.41,928.33,25.5,27.07,-4.73,22.34,21.66,No,0
VH108089,Diesel,33.3,523.12,15.71,13.83,-1.26,12.57,11.06,No,0
VH104681,Petrol,3.87,275.33,71.14,71.12,-3.1,68.02,56.9,No,0
VH109882,CNG,47.18,146.99,3.12,6.55,-1.19,5.36,5.24,No,0
VH104426,CNG,24.26,27.96,1.15,2.84,-2.82,0.02,2.27,Yes,1
VH109459,Petrol,62.06,680.41,10.96,14.15,-10.82,3.33,11.32,Yes,1
VH108066,Diesel,49.58,555.35,11.2,12.09,-5.78,6.31,9.67,Yes,1
VH104331,CNG,61.73,862.34,13.97,15.22,-8.6,6.62,12.18,Yes,1
VH109401,Diesel,35.53,90.18,2.54,7.31,-3.37,3.94,5.85,Yes,1
VH104051,Diesel,44.68,24.29,0.54,3.63,-5.1,-1.47,2.9,Yes,1
VH102389,Diesel,35.06,250.45,7.14,8.38,-4.55,3.83,6.7,Yes,1
VH106816,CNG,46.44,115.1,2.48,2.19,1.43,3.62,1.75,No,0
VH104858,CNG,27.9,955.66,34.25,36.46,5.82,42.28,29.17,No,0
VH103697,Petrol,47.98,344.23,7.17,7.14,-1.96,5.18,5.71,Yes,1
VH106137,CNG,72.2,622.96,8.63,6.86,3.83,10.69,5.49,No,0
VH100949,Petrol,66.38,776.55,11.7,12.55,-4.96,7.59,10.04,Yes,1
VH102865,CNG,77.91,80.8,1.04,1.43,-3.69,-2.26,1.14,Yes,1
VH107358,Diesel,13.33,987.95,74.11,74.13,-3.07,71.06,59.3,No,0
VH102653,Petrol,65.36,838.42,12.83,16.17,-7.69,8.48,12.94,Yes,1
VH106196,Diesel,67.15,874.31,13.02,15.93,-7.9,8.03,12.74,Yes,1
VH103515,Petrol,21.67,387.79,17.9,23.79,-6.74,17.05,19.03,Yes,1
VH108639,Diesel,55.69,207.83,3.73,2.37,-1.95,0.42,1.9,Yes,1
VH109234,Diesel,74.43,403.56,5.42,5.86,-2.33,3.53,4.69,Yes,1
VH109219,Diesel,40.1,932.35,23.25,25.53,-7.22,18.31,20.42,Yes,1
VH109120,Diesel,53.67,317.26,5.91,8.56,-2.81,5.75,6.85,Yes,1
VH100454,Petrol,56.91,210.28,3.69,1.38,4.61,5.99,1.1,No,0
VH106183,Diesel,47.54,304.04,6.4,5.82,-5.2,0.62,4.66,Yes,1
VH106436,Diesel,40.68,553.66,13.61,8.86,5.31,14.17,7.09,No,0
VH105075,Petrol,23.38,503.46,21.53,21.5,2.36,23.86,17.2,No,0
VH101014,Petrol,37.49,223.73,5.97,6.69,-2.22,4.47,5.35,Yes,1
VH109182,Diesel,70.26,456.96,6.5,7.66,-1.9,5.76,6.13,Yes,1
VH102016,Petrol,20.83,333.03,15.99,13.16,-3.97,9.19,10.53,Yes,1
VH109908,Diesel,4.55,498.05,109.46,107.98,0.62,108.6,86.38,No,0
VH108814,Diesel,47.95,205.39,4.28,3.53,2.93,6.46,2.82,No,0
VH105908,Petrol,67.69,444.95,6.57,8.37,-4.05,4.32,6.7,Yes,1
VH109757,Diesel,49.56,175.32,3.54,4.85,-1.77,3.08,3.88,Yes,1
VH101795,Diesel,24.28,164.21,6.76,6.42,-0.58,5.84,5.14,No,0
VH109276,Diesel,16.59,469.64,28.31,27.25,-2.11,25.14,21.8,No,0
VH108083,CNG,56.75,389.18,6.86,5.91,1.77,7.68,4.73,No,0
VH102126,Petrol,7.5,164.44,21.93,21.69,0.13,21.82,17.35,No,0
VH106323,Petrol,5.64,965.92,171.26,172.53,2.62,175.15,138.02,No,0
VH101117,Petrol,79.15,354.12,4.47,8.73,-4.43,4.3,6.98,Yes,1
VH108603,Diesel,40.35,871.96,21.61,19.74,-0.7,19.04,15.79,No,0
VH107623,Diesel,17.73,113.1,6.38,7.39,-7.75,-0.36,5.91,Yes,1
VH100826,CNG,51.71,311.77,6.03,3.96,-2.25,1.71,3.17,Yes,1
VH104352,CNG,70.36,95.49,1.36,2.81,-2.81,0.0,2.25,Yes,1
VH104368,Diesel,63.73,778.26,12.21,17.38,-7.92,9.46,13.9,Yes,1
VH101327,Petrol,33.88,26.36,0.78,2.92,-5.37,-2.45,2.34,Yes,1
VH105847,Petrol,71.35,236.2,3.31,4.23,-1.01,3.22,3.38,Yes,1
VH106077,Diesel,23.36,661.88,28.33,30.51,-8.1,22.41,24.41,Yes,1
VH105337,CNG,34.53,53.06,1.54,0.5,-0.2,0.3,0.4,Yes,1
VH106442,Diesel,19.46,707.25,36.34,37.05,3.05,40.1,29.64,No,0
VH100011,CNG,57.12,188.0,3.29,3.68,-1.15,2.53,2.94,Yes,1
VH100662,Petrol,65.4,500.1,7.65,7.57,-1.76,5.81,6.06,Yes,1
VH109644,Diesel,63.39,373.77,5.9,7.78,-3.8,3.98,6.22,Yes,1
VH106028,Petrol,66.83,272.67,4.08,4.91,-0.18,4.73,3.93,No,0
VH102247,CNG,69.3,784.6,11.32,10.52,5.21,15.73,8.42,No,0
VH104981,CNG,49.06,478.19,9.75,8.72,-1.56,7.16,6.98,No,0
VH106204,CNG,72.33,228.97,3.17,3.93,-3.35,0.58,3.14,Yes,1
VH101369,Diesel,66.76,75.58,1.13,-0.69,-0.62,-1.31,-0.55,Yes,1
VH105811,Petrol,61.09,567.48,9.29,11.14,2.72,13.86,8.91,No,0
VH104055,Petrol,76.15,995.15,13.07,16.04,-4.51,11.53,12.83,Yes,1
VH108421,CNG,19.17,90.54,4.72,7.66,-2.57,5.09,6.13,Yes,1
VH102836,Diesel,49.24,72.58,1.47,3.08,-1.17,1.91,2.46,Yes,1
VH102386,Diesel,9.39,630.03,67.1,70.36,-2.88,67.48,56.29,No,0
VH100966,Petrol,72.81,553.98,7.61,6.11,7.4,13.51,4.89,No,0
VH103761,Diesel,54.37,257.03,4.73,4.53,-7.44,-2.91,3.62,Yes,1
VH109338,Petrol,31.05,640.59,20.63,23.0,-6.68,16.32,18.4,Yes,1
VH100732,Petrol,53.15,924.24,17.39,19.33,-5.93,13.4,15.46,Yes,1
VH104065,CNG,38.22,204.51,5.35,6.9,1.56,8.46,5.52,No,0
VH104791,CNG,42.36,520.71,12.29,11.47,-3.2,8.27,9.18,Yes,1
VH106579,Diesel,65.26,108.81,1.67,4.25,-4.15,0.1,3.4,Yes,1
VH101799,Petrol,43.09,904.11,20.98,23.69,-4.8,18.89,18.95,Yes,1
VH108017,Diesel,44.13,444.97,10.08,8.64,0.91,9.55,6.91,No,0
VH106579,Diesel,65.26,108.81,1.67,4.25,-4.15,0.1,3.4,Yes,1
VH105690,Diesel,58.58,345.62,5.9,7.24,-2.68,4.56,5.79,Yes,1
VH103837,Diesel,47.57,409.57,8.61,6.25,-3.52,2.73,5.0,Yes,1
VH108542,Diesel,6.11,375.48,61.45,59.02,3.37,62.39,47.22,No,0
VH108824,Petrol,48.72,53.51,1.1,-0.16,-6.62,-6.78,-0.13,Yes,1
VH101029,Petrol,9.89,878.19,88.8,85.19,2.95,88.14,68.15,No,0
VH104713,Petrol,19.66,23.32,1.19,1.49,-3.36,-1.87,1.19,Yes,1
VH109234,Diesel,74.43,403.56,5.42,5.86,-2.33,3.53,4.69,Yes,1
VH103336,Diesel,75.4,772.73,10.25,8.04,2.3,10.34,6.43,No,0
VH102544,Diesel,15.01,466.6,31.09,31.29,-7.39,23.9,25.03,Yes,1
VH101736,Petrol,75.61,510.41,6.75,7.61,-1.77,5.84,6.09,Yes,1
VH100313,CNG,77.04,32.17,0.42,-0.89,3.39,2.5,-0.71,No,0
VH107839,CNG,23.12,116.36,5.03,3.36,-1.11,2.25,2.69,Yes,1
VH106237,Petrol,70.34,30.51,0.43,0.47,-4.26,-3.79,0.38,Yes,1
VH108979,CNG,17.62,847.52,48.1,47.1,3.57,50.67,37.68,No,0
VH101327,Petrol,33.88,26.36,0.78,2.92,-5.37,-2.45,2.34,Yes,1
VH100062,Petrol,41.19,110.24,2.68,1.27,2.22,3.49,1.02,No,0
VH107840,Diesel,68.61,972.41,14.17,14.6,-3.57,11.03,11.68,Yes,1
VH103789,Petrol,54.12,444.71,8.22,9.61,3.99,13.6,7.69,No,0
VH109199,Diesel,46.07,953.69,20.7,17.29,8.64,25.93,13.83,No,0
VH107954,Diesel,34.82,308.1,8.85,5.68,-4.58,1.1,4.54,Yes,1
VH102549,CNG,56.91,555.23,9.76,10.05,0.26,10.31,8.04,No,0
